name1,street1,street2,city,state,zip,zip4,county,phone,website,latitude,longitude,type_facility,payment_accepted,services
Rowan Regional Medical Center,612 Mocksville Avenue,,Salisbury,NC,28144,2732,Rowan,704-210-5000,https://www.novanthealth.org/locations/medical-centers/rowan-medical-center/,35.6819323,-80.4707175,Health Care Centers,"TRICARE, Private and Public Health Insurance Plans (Aetna, United Healthcare, etc), Medicare, Medicaid","Mental Health Treatment & Services, Family Medicine and Primary Care, Maternity, etc"
Salisbury Health Center,330 Jake Alexander Boulevard W Suite 103,,Salisbury,NC,28147,,Rowan,704-792-2242,https://www.crchc.org/salisbury-health-center/,35.65677304,-80.49963606,Health Care Centers,Call for More Information,"Behavioral health and psychiatry services, dental services, health coaching"
W.G. (Bill) Hefner Salisbury Department of Veterans Affairs Medical Center,1601 Brenner Avenue,Building 11,Salisbury,NC,28144,,Rowan,704-638-9000 ,https://www.va.gov/salisbury-health-care/locations/wg-bill-hefner-salisbury-department-of-veterans-affairs-medical/#content,35.6831944,-80.4888084,Healthcare Center,"VA healthcare, Other private insurance","Mental Health Care, Neurology, Dental, Emergency Care, etc"
Self Concepts Clinical Counseling Inc,1305 East Garrison Boulevard,,Gastonia,NC,28054,5127,Gaston,704-852-3874,https://myselfconcept.com/about-us/,35.2524923,-81.162566,"Mental Health, Substance Use",Call for More Information,"Comprehensive Clinical Assessment, Outpatient Behavioral Healthcare, Life Enrichment Program, Substance Abuse Treatment"
Senior TLC - Gastonia,1875 Remount Rd,,Gastonia,NC,28054,7413,Gaston, 704-741-4360 ,https://www.seniortlc.org/gastonia,35.26876813,-81.14423753,Health Care Centers (HRSA),Call for More Information,"Therapy & Rehabilitation, Care at home, Medical Care, etc"
South Charlotte VA Healthcare Center Outpatient Clinic,3506 West Tyvola Road,,Charlotte,NC,28208,7201,Mecklenburg,704-329-1300,https://www.va.gov/salisbury-health-care/locations/south-charlotte-va-clinic/,35.1966825,-80.913719,Substance Use,Call for More Information,"Mental Health Care, Urgent Care, Primary Care, etc"
South Charlotte VA Healthcare Center Outpatient Clinic,3506 West Tyvola Road,,Charlotte,NC,28208,7201,Mecklenburg,704-329-1300,https://www.va.gov/salisbury-health-care/locations/south-charlotte-va-clinic/,35.1966825,-80.913719,Mental Health,Call for More Information,"Mental Health Care, Urgent Care, Primary Care, etc"
Southeastern Recovery Center,1018 Lee-Ann Drive NE,,Concord,NC,28025,,Cabarrus,704-452-4985,https://serecoverycenter.com/,35.4435826,-80.5980084,Substance Use,Private health insurance; Cash or self-payment. Call for More Information,"Mental Health Rehab, Detox, Medication Assisted Treatment, Inpatient Rehab, etc"
Southern Family Medicine Inc Main,400 East Statesville Avenue,Substance Useite 200,Mooresville,NC,28115,2355,Iredell,704-360-8486,https://www.southernfamilymedicine.org,35.5804698,-80.8038108,Substance Use,"Federal, or any government funding for substance use treatment programs, Medicare, Medicaid, Federal military insurance (e.g., TRICARE), Private health insurance, Cash or self-payment, State-financed health insurance plan other than Medicaid, SAMHSA funding/block grants","Medical Services (e.g. routine labs and blood work, flu shots, etc), Medication Assisted Treatment (MAT), Mental Health and Substance Abuse Counseling, Psychiatric Medication Management"
Sugar Creek Health Center,721 W Sugar Creek Rd,,Charlotte,NC,28213,6163,Mecklenburg,704-859-9544,https://www.crchc.org/sugar-creek-health-center/,35.26929569,-80.79500671,Health Care Centers,Self-payments. Call for more information,"Behaioral Health, Primary Care, Dental Services, etc"
C.W. Williams Community Health Center Inc. (Main Clinic),3333 Wilkinson Boulevard,,Charlotte,NC,28208,5631,Mecklenburg,866-299-4968,https://www.cwwilliams.org,35.22417146,-80.89610068,Health Care Centers,Call for More Information,"Primary/Preventive Medical Care, Behavioral Healthcare, Pharmaceutical Services, Check Your Smile Dental Services, Non-emergency medical transportation, Allergy testing and immunotherapy, Community Outreach"
Thompson Child and Family Focus Family Services Center ,6800 Saint Peter's Lane Matthews,,Charlotte,NC,28105,,Mecklenburg,704-536-0375,https://www.thompsoncff.org/,35.16921305,-80.73101419,Mental Health,Call for More Information,"Mental Health (Multisystemic Therapy, Counseling, Wraparound, Residential Services), Prevention, Foster Care"
Treatment Centers LLC.,4949 Albemarle Rd ,,Charlotte,NC,28205,,Mecklenburg,704-532-4262,https://nctreatmentcenters.com/locations/,35.2012816,-80.7631398,Opioid Treatment Programs,"Medicaid, Medicare, and some Medicare Advantage plans. State funding may be available for eligible patients. Call for more information","Methadone and Suboxone treatments, Individual counseling, etc "
Treatment Centers LLC.,1504 Jake Alexander Blvd W,,Salisbury,NC,28147,,Rowan ,704-645-8539,https://nctreatmentcenters.com/locations/ ,35.6788375,-80.5040956,Opioid Treatment Programs,"Medicaid, Medicare, and some Medicare Advantage plans. State funding may be available for eligible patients. Call for more information","Methadone and Suboxone treatments, Individual counseling, etc "
Troyer Medical,107 South Central Avenue,,Landis,NC,28088,,Rowan,704-855-2101,https://www.troyermed.com/,35.5461601,-80.6095554,Substance Use,"Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid. Call for more information.","Primary Care, Pain Management, Addiction Treatment, Weight loss"
Water Mill Home,6801 Water Mill Court ,,Charlotte,NC,28215,,Mecklenburg,704-910-4029,https://www.rehab.com/water-mill-home,35.2504593,-80.7417657,Mental Health,Call for More Information,"Coognitive Behavioral Therapy, Individual Therapy, Trauma Therapy, Family Therapy, Couples Therapy, Group Therapy"
York County Treatment Center Metro Treatment of South Carolina LP,377 Rubin Center Drive,Substance Useite 101,Fort Mill,SC,29708,,York,803-547-7238,https://www.drug-rehabs.org/rehab-center/York-County-Treatment-Center_Fort-Mill_SC.htm,35.0949509,-80.9414226,Substance Use,"Medicaid, Medicare, Self-payment, Private Health Insurance, Federal, or any government funding for substance use treatment programs, SAMHSA funding/block grants ","Drug and Alcohol Rehab Services, SAMHSA-Certified Opioid Treatment Program, etc"
Zenith Hope Center LLC,508 Eastway Drive Suite A,,Charlotte,NC,28205,,Mecklenburg,704-248-0246,https://www.zenithhopecenter.com/,35.2507765,-80.781211,Substance Use, Medicare; Medicaid; Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants,"Outpatient Opioid Treatment Program, Office-Based Opioid Treatment Program, Individual and Group Psychotherapy"
Zenith Hope Center LLC,508 Eastway Drive Suite A,,Charlotte,NC,28205,,Mecklenburg,704-248-0246,https://www.zenithhopecenter.com/ ,35.2507765,-80.781211,Opioid Treatment Programs, Medicare; Medicaid; Private health insurance; Cash or self-payment; State-financed health insurance plan other than Medicaid; SAMHSA funding/block grants,"Outpatient Opioid Treatment Program, Office-Based Opioid Treatment Program, Individual and Group Psychotherapy"
,,,,,,,,,,,,,,"Behavioral Health, Primary Care and Internal Medicine, Care Support Programs, Financial Support Services, Care Management and Education, Pediatric Care, Respiratory Illness and Wellness, Personalized Services, HIV Care, Tele-Prep"
